name,category,date,amount_liters,created_at
Base Charmat champanha,DERIVADOS,2011-12-21,865.858,2025-01-04 06:22:35.623660
Bebida de uva,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.650772
Polpa de uva,DERIVADOS,2011-12-21,2.480.120,2025-01-04 06:22:35.675985
Mosto simples,DERIVADOS,2011-12-21,77.285.998,2025-01-04 06:22:35.700919
Mosto concentrado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.725926
Mosto de uva com bagaço,DERIVADOS,2011-12-21,1.037.600,2025-01-04 06:22:35.751678
Mosto dessulfitado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.778901
Mistelas,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.804646
Néctar de uva,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.828760
Licorosos,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.854515
Compostos,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.881600
Jeropiga,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.909101
Filtrado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.934120
Frisante,DERIVADOS,2011-12-21,1.003.800,2025-01-04 06:22:35.960432
Vinho leve,DERIVADOS,2011-12-21,-,2025-01-04 06:22:35.985804
Vinho licoroso,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.014313
Brandy,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.048116
Destilado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.077831
Bagaceira,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.109938
Licor de bagaceira,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.140960
Vinagre,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.180559
Borra líquida,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.213749
Borra seca,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.249477
Vinho Composto,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.283589
Pisco,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.317534
Vinho orgânico,DERIVADOS,2011-12-21,5.600,2025-01-04 06:22:36.346786
Espumante orgânico,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.374559
Destilado alcoólico simples de bagaceira,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.401197
Vinho acidificado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.429447
Mosto parcialmente fermentado,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.458087
Outros derivados,DERIVADOS,2011-12-21,-,2025-01-04 06:22:36.490225
Total,Total,2011-12-21,460.552.267,2025-01-04 06:22:36.519751
VINHO DE MESA,VINHO DE MESA,2012-12-21,212.777.037,2025-01-04 06:22:39.828530
Tinto,VINHO DE MESA,2012-12-21,175.875.432,2025-01-04 06:22:39.856138
Branco,VINHO DE MESA,2012-12-21,34.938.249,2025-01-04 06:22:39.880937
Rosado,VINHO DE MESA,2012-12-21,1.963.356,2025-01-04 06:22:39.905619
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2012-12-21,45.200.730,2025-01-04 06:22:39.937397
Tinto,VINHO FINO DE MESA (VINIFERA),2012-12-21,24.027.589,2025-01-04 06:22:39.965415
Branco,VINHO FINO DE MESA (VINIFERA),2012-12-21,20.647.238,2025-01-04 06:22:39.992600
Rosado,VINHO FINO DE MESA (VINIFERA),2012-12-21,525.903,2025-01-04 06:22:40.045219
SUCO,SUCO,2012-12-21,70.066.732,2025-01-04 06:22:40.086448
Suco de uva integral,SUCO,2012-12-21,31.908.829,2025-01-04 06:22:40.118683
Suco de uva concentrado,SUCO,2012-12-21,37.624.855,2025-01-04 06:22:40.160526
Suco de uva adoçado,SUCO,2012-12-21,533.048,2025-01-04 06:22:40.193911
Suco de uva orgânico,SUCO,2012-12-21,-,2025-01-04 06:22:40.226984
Suco de uva reconstituído,SUCO,2012-12-21,-,2025-01-04 06:22:40.261870
DERIVADOS,DERIVADOS,2012-12-21,100.757.101,2025-01-04 06:22:40.303087
Espumante,DERIVADOS,2012-12-21,17.200,2025-01-04 06:22:40.344467
Espumante moscatel,DERIVADOS,2012-12-21,139.775,2025-01-04 06:22:40.386549
Base espumante,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.415357
Base espumante moscatel,DERIVADOS,2012-12-21,2.798.908,2025-01-04 06:22:40.443136
Base Champenoise champanha,DERIVADOS,2012-12-21,369.278,2025-01-04 06:22:40.467941
Base Charmat champanha,DERIVADOS,2012-12-21,479.625,2025-01-04 06:22:40.495545
Bebida de uva,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.520897
Polpa de uva,DERIVADOS,2012-12-21,2.797.665,2025-01-04 06:22:40.548734
Mosto simples,DERIVADOS,2012-12-21,93.341.575,2025-01-04 06:22:40.575726
Mosto concentrado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.603078
Mosto de uva com bagaço,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.629965
Mosto dessulfitado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.657790
Mistelas,DERIVADOS,2012-12-21,200,2025-01-04 06:22:40.685403
Néctar de uva,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.710310
Licorosos,DERIVADOS,2012-12-21,26.775,2025-01-04 06:22:40.736768
Compostos,DERIVADOS,2012-12-21,7.600,2025-01-04 06:22:40.762770
Jeropiga,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.790255
Filtrado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.815565
Frisante,DERIVADOS,2012-12-21,778.500,2025-01-04 06:22:40.840879
Vinho leve,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.867018
Vinho licoroso,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.896266
Brandy,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.923194
Destilado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.947476
Bagaceira,DERIVADOS,2012-12-21,-,2025-01-04 06:22:40.972774
Licor de bagaceira,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.017719
Vinagre,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.050911
Borra líquida,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.079890
Borra seca,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.108276
Vinho Composto,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.141527
Pisco,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.170294
Vinho orgânico,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.200189
Espumante orgânico,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.229968
Destilado alcoólico simples de bagaceira,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.258145
Vinho acidificado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.291055
Mosto parcialmente fermentado,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.320481
Outros derivados,DERIVADOS,2012-12-21,-,2025-01-04 06:22:41.353129
Total,Total,2012-12-21,428.801.600,2025-01-04 06:22:41.383386
VINHO DE MESA,VINHO DE MESA,2013-12-21,196.904.222,2025-01-04 06:22:44.668404
Tinto,VINHO DE MESA,2013-12-21,163.111.797,2025-01-04 06:22:44.693897
Branco,VINHO DE MESA,2013-12-21,32.066.403,2025-01-04 06:22:44.720581
Rosado,VINHO DE MESA,2013-12-21,1.726.022,2025-01-04 06:22:44.748173
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2013-12-21,45.782.530,2025-01-04 06:22:44.782791
Tinto,VINHO FINO DE MESA (VINIFERA),2013-12-21,23.156.458,2025-01-04 06:22:44.809593
Branco,VINHO FINO DE MESA (VINIFERA),2013-12-21,21.906.349,2025-01-04 06:22:44.836700
Rosado,VINHO FINO DE MESA (VINIFERA),2013-12-21,719.723,2025-01-04 06:22:44.864117
SUCO,SUCO,2013-12-21,64.879.790,2025-01-04 06:22:44.900742
Suco de uva integral,SUCO,2013-12-21,33.673.396,2025-01-04 06:22:44.929345
Suco de uva concentrado,SUCO,2013-12-21,31.206.394,2025-01-04 06:22:44.958271
Suco de uva adoçado,SUCO,2013-12-21,-,2025-01-04 06:22:44.985654
Suco de uva orgânico,SUCO,2013-12-21,-,2025-01-04 06:22:45.041449
Suco de uva reconstituído,SUCO,2013-12-21,-,2025-01-04 06:22:45.077261
DERIVADOS,DERIVADOS,2013-12-21,64.072.127,2025-01-04 06:22:45.113029
Espumante,DERIVADOS,2013-12-21,30.275,2025-01-04 06:22:45.147986
Espumante moscatel,DERIVADOS,2013-12-21,159.781,2025-01-04 06:22:45.177953
Base espumante,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.217460
Base espumante moscatel,DERIVADOS,2013-12-21,1.470.700,2025-01-04 06:22:45.309021
Base Champenoise champanha,DERIVADOS,2013-12-21,359.617,2025-01-04 06:22:45.343013
Base Charmat champanha,DERIVADOS,2013-12-21,624.728,2025-01-04 06:22:45.374376
Bebida de uva,DERIVADOS,2013-12-21,4.260,2025-01-04 06:22:45.401897
Polpa de uva,DERIVADOS,2013-12-21,1.742.152,2025-01-04 06:22:45.427161
Mosto simples,DERIVADOS,2013-12-21,58.517.506,2025-01-04 06:22:45.453108
Mosto concentrado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.478843
Mosto de uva com bagaço,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.505724
Mosto dessulfitado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.532690
Mistelas,DERIVADOS,2013-12-21,2.500,2025-01-04 06:22:45.558071
Néctar de uva,DERIVADOS,2013-12-21,10.000,2025-01-04 06:22:45.588783
Licorosos,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.620934
Compostos,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.647133
Jeropiga,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.678789
Filtrado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.711169
Frisante,DERIVADOS,2013-12-21,1.009.000,2025-01-04 06:22:45.739713
Vinho leve,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.766366
Vinho licoroso,DERIVADOS,2013-12-21,100,2025-01-04 06:22:45.794348
Brandy,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.820452
Destilado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.845394
Bagaceira,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.870244
Licor de bagaceira,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.894888
Vinagre,DERIVADOS,2013-12-21,-,2025-01-04 06:22:45.920012
Borra líquida,DERIVADOS,2013-12-21,63.111,2025-01-04 06:22:45.946946
Borra seca,DERIVADOS,2013-12-21,78.397,2025-01-04 06:22:45.974767
Vinho Composto,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.005229
Pisco,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.040163
Vinho orgânico,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.073780
Espumante orgânico,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.106266
Destilado alcoólico simples de bagaceira,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.139737
Vinho acidificado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.172413
Mosto parcialmente fermentado,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.207433
Outros derivados,DERIVADOS,2013-12-21,-,2025-01-04 06:22:46.240146
Total,Total,2013-12-21,371.638.669,2025-01-04 06:22:46.276871
VINHO DE MESA,VINHO DE MESA,2014-12-21,196.173.123,2025-01-04 06:22:49.665442
Tinto,VINHO DE MESA,2014-12-21,157.776.363,2025-01-04 06:22:49.695225
Branco,VINHO DE MESA,2014-12-21,37.438.069,2025-01-04 06:22:49.723448
Rosado,VINHO DE MESA,2014-12-21,958.691,2025-01-04 06:22:49.749813
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2014-12-21,38.464.314,2025-01-04 06:22:49.784377
Tinto,VINHO FINO DE MESA (VINIFERA),2014-12-21,17.208.996,2025-01-04 06:22:49.811084
Branco,VINHO FINO DE MESA (VINIFERA),2014-12-21,20.054.804,2025-01-04 06:22:49.841641
Rosado,VINHO FINO DE MESA (VINIFERA),2014-12-21,1.200.514,2025-01-04 06:22:49.869013
SUCO,SUCO,2014-12-21,76.723.537,2025-01-04 06:22:49.902123
Suco de uva integral,SUCO,2014-12-21,43.331.223,2025-01-04 06:22:49.955834
Suco de uva concentrado,SUCO,2014-12-21,33.392.314,2025-01-04 06:22:49.983919
Suco de uva adoçado,SUCO,2014-12-21,-,2025-01-04 06:22:50.015056
Suco de uva orgânico,SUCO,2014-12-21,-,2025-01-04 06:22:50.047185
Suco de uva reconstituído,SUCO,2014-12-21,-,2025-01-04 06:22:50.095509
DERIVADOS,DERIVADOS,2014-12-21,62.907.281,2025-01-04 06:22:50.135097
Espumante,DERIVADOS,2014-12-21,2.700,2025-01-04 06:22:50.167304
Espumante moscatel,DERIVADOS,2014-12-21,100.000,2025-01-04 06:22:50.199156
Base espumante,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.230034
Base espumante moscatel,DERIVADOS,2014-12-21,1.808.044,2025-01-04 06:22:50.271808
Base Champenoise champanha,DERIVADOS,2014-12-21,234.725,2025-01-04 06:22:50.359672
Base Charmat champanha,DERIVADOS,2014-12-21,376.968,2025-01-04 06:22:50.390041
Bebida de uva,DERIVADOS,2014-12-21,3.860,2025-01-04 06:22:50.418408
Polpa de uva,DERIVADOS,2014-12-21,2.484.000,2025-01-04 06:22:50.445023
Mosto simples,DERIVADOS,2014-12-21,57.582.195,2025-01-04 06:22:50.471905
Mosto concentrado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.497514
Mosto de uva com bagaço,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.523687
Mosto dessulfitado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.549175
Mistelas,DERIVADOS,2014-12-21,1.000,2025-01-04 06:22:50.574317
Néctar de uva,DERIVADOS,2014-12-21,1.140,2025-01-04 06:22:50.601197
Licorosos,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.631332
Compostos,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.663691
Jeropiga,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.690226
Filtrado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.716035
Frisante,DERIVADOS,2014-12-21,26.069,2025-01-04 06:22:50.742413
Vinho leve,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.769016
Vinho licoroso,DERIVADOS,2014-12-21,36.000,2025-01-04 06:22:50.796923
Brandy,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.823128
Destilado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.851857
Bagaceira,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.879581
Licor de bagaceira,DERIVADOS,2014-12-21,-,2025-01-04 06:22:50.906170
Vinagre,DERIVADOS,2014-12-21,53.776,2025-01-04 06:22:50.932532
Borra líquida,DERIVADOS,2014-12-21,50.954,2025-01-04 06:22:50.958115
Borra seca,DERIVADOS,2014-12-21,142.850,2025-01-04 06:22:50.984545
Vinho Composto,DERIVADOS,2014-12-21,3.000,2025-01-04 06:22:51.012703
Pisco,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.046979
Vinho orgânico,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.076950
Espumante orgânico,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.107569
Destilado alcoólico simples de bagaceira,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.141727
Vinho acidificado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.173976
Mosto parcialmente fermentado,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.203774
Outros derivados,DERIVADOS,2014-12-21,-,2025-01-04 06:22:51.235674
Total,Total,2014-12-21,374.268.255,2025-01-04 06:22:51.267201
VINHO DE MESA,VINHO DE MESA,2015-12-21,210.308.560,2025-01-04 06:22:54.548712
Tinto,VINHO DE MESA,2015-12-21,169.811.472,2025-01-04 06:22:54.575657
Branco,VINHO DE MESA,2015-12-21,39.557.250,2025-01-04 06:22:54.601983
Rosado,VINHO DE MESA,2015-12-21,939.838,2025-01-04 06:22:54.628072
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2015-12-21,37.148.982,2025-01-04 06:22:54.657534
Tinto,VINHO FINO DE MESA (VINIFERA),2015-12-21,16.745.896,2025-01-04 06:22:54.683433
Branco,VINHO FINO DE MESA (VINIFERA),2015-12-21,19.561.966,2025-01-04 06:22:54.708871
Rosado,VINHO FINO DE MESA (VINIFERA),2015-12-21,841.120,2025-01-04 06:22:54.735321
SUCO,SUCO,2015-12-21,87.894.468,2025-01-04 06:22:54.767162
Suco de uva integral,SUCO,2015-12-21,52.233.155,2025-01-04 06:22:54.795689
Suco de uva concentrado,SUCO,2015-12-21,35.661.313,2025-01-04 06:22:54.821876
Suco de uva adoçado,SUCO,2015-12-21,-,2025-01-04 06:22:54.849504
Suco de uva orgânico,SUCO,2015-12-21,-,2025-01-04 06:22:54.876807
Suco de uva reconstituído,SUCO,2015-12-21,-,2025-01-04 06:22:54.903353
DERIVADOS,DERIVADOS,2015-12-21,107.349.704,2025-01-04 06:22:54.933832
Espumante,DERIVADOS,2015-12-21,23.750,2025-01-04 06:22:54.960469
Espumante moscatel,DERIVADOS,2015-12-21,110.100,2025-01-04 06:22:54.987681
Base espumante,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.020966
Base espumante moscatel,DERIVADOS,2015-12-21,1.607.727,2025-01-04 06:22:55.063665
Base Champenoise champanha,DERIVADOS,2015-12-21,605.001,2025-01-04 06:22:55.099938
Base Charmat champanha,DERIVADOS,2015-12-21,1.466.259,2025-01-04 06:22:55.137280
Bebida de uva,DERIVADOS,2015-12-21,922,2025-01-04 06:22:55.170897
Polpa de uva,DERIVADOS,2015-12-21,2.371.140,2025-01-04 06:22:55.206377
Mosto simples,DERIVADOS,2015-12-21,100.911.592,2025-01-04 06:22:55.242241
Mosto concentrado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.283145
Mosto de uva com bagaço,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.325585
Mosto dessulfitado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.362922
Mistelas,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.399486
Néctar de uva,DERIVADOS,2015-12-21,1.000,2025-01-04 06:22:55.428268
Licorosos,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.458666
Compostos,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.498292
Jeropiga,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.527535
Filtrado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.553309
Frisante,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.579422
Vinho leve,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.603864
Vinho licoroso,DERIVADOS,2015-12-21,56.000,2025-01-04 06:22:55.634311
Brandy,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.662899
Destilado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.688117
Bagaceira,DERIVADOS,2015-12-21,1.350,2025-01-04 06:22:55.715228
Licor de bagaceira,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.742670
Vinagre,DERIVADOS,2015-12-21,25.800,2025-01-04 06:22:55.769326
Borra líquida,DERIVADOS,2015-12-21,48.833,2025-01-04 06:22:55.797842
Borra seca,DERIVADOS,2015-12-21,120.230,2025-01-04 06:22:55.823851
Vinho Composto,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.851680
Pisco,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.878139
Vinho orgânico,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.904691
Espumante orgânico,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.932543
Destilado alcoólico simples de bagaceira,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.958510
Vinho acidificado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:55.987598
Mosto parcialmente fermentado,DERIVADOS,2015-12-21,-,2025-01-04 06:22:56.059968
Outros derivados,DERIVADOS,2015-12-21,-,2025-01-04 06:22:56.105887
Total,Total,2015-12-21,442.701.714,2025-01-04 06:22:56.150101
VINHO DE MESA,VINHO DE MESA,2016-12-21,86.319.015,2025-01-04 06:22:59.489752
Tinto,VINHO DE MESA,2016-12-21,75.279.191,2025-01-04 06:22:59.519815
Branco,VINHO DE MESA,2016-12-21,10.727.099,2025-01-04 06:22:59.547173
Rosado,VINHO DE MESA,2016-12-21,312.725,2025-01-04 06:22:59.575505
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2016-12-21,18.070.626,2025-01-04 06:22:59.607927
Tinto,VINHO FINO DE MESA (VINIFERA),2016-12-21,8.774.847,2025-01-04 06:22:59.635398
Branco,VINHO FINO DE MESA (VINIFERA),2016-12-21,8.705.066,2025-01-04 06:22:59.665433
Rosado,VINHO FINO DE MESA (VINIFERA),2016-12-21,590.713,2025-01-04 06:22:59.695252
SUCO,SUCO,2016-12-21,42.210.389,2025-01-04 06:22:59.728609
Suco de uva integral,SUCO,2016-12-21,31.117.869,2025-01-04 06:22:59.755402
Suco de uva concentrado,SUCO,2016-12-21,11.092.520,2025-01-04 06:22:59.782376
Suco de uva adoçado,SUCO,2016-12-21,-,2025-01-04 06:22:59.808247
Suco de uva orgânico,SUCO,2016-12-21,-,2025-01-04 06:22:59.834419
Suco de uva reconstituído,SUCO,2016-12-21,-,2025-01-04 06:22:59.860359
DERIVADOS,DERIVADOS,2016-12-21,53.950.314,2025-01-04 06:22:59.891150
Espumante,DERIVADOS,2016-12-21,1.500,2025-01-04 06:22:59.916939
Espumante moscatel,DERIVADOS,2016-12-21,100.000,2025-01-04 06:22:59.944851
Base espumante,DERIVADOS,2016-12-21,-,2025-01-04 06:22:59.974708
Base espumante moscatel,DERIVADOS,2016-12-21,1.325.700,2025-01-04 06:23:00.007100
Base Champenoise champanha,DERIVADOS,2016-12-21,740.395,2025-01-04 06:23:00.047799
Base Charmat champanha,DERIVADOS,2016-12-21,250.280,2025-01-04 06:23:00.089156
Bebida de uva,DERIVADOS,2016-12-21,3.474,2025-01-04 06:23:00.124498
Polpa de uva,DERIVADOS,2016-12-21,1.620.430,2025-01-04 06:23:00.158803
Mosto simples,DERIVADOS,2016-12-21,49.770.993,2025-01-04 06:23:00.194872
Mosto concentrado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.228385
Mosto de uva com bagaço,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.283171
Mosto dessulfitado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.315756
Mistelas,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.349065
Néctar de uva,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.384061
Licorosos,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.413672
Compostos,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.446819
Jeropiga,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.479757
Filtrado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.513600
Frisante,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.544983
Vinho leve,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.574279
Vinho licoroso,DERIVADOS,2016-12-21,24.200,2025-01-04 06:23:00.608588
Brandy,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.644441
Destilado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.673506
Bagaceira,DERIVADOS,2016-12-21,1.000,2025-01-04 06:23:00.700494
Licor de bagaceira,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.729821
Vinagre,DERIVADOS,2016-12-21,5.000,2025-01-04 06:23:00.757652
Borra líquida,DERIVADOS,2016-12-21,24.975,2025-01-04 06:23:00.787545
Borra seca,DERIVADOS,2016-12-21,82.367,2025-01-04 06:23:00.816272
Vinho Composto,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.845492
Pisco,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.873157
Vinho orgânico,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.902999
Espumante orgânico,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.929536
Destilado alcoólico simples de bagaceira,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.955384
Vinho acidificado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:00.982956
Mosto parcialmente fermentado,DERIVADOS,2016-12-21,-,2025-01-04 06:23:01.012948
Outros derivados,DERIVADOS,2016-12-21,-,2025-01-04 06:23:01.051886
Total,Total,2016-12-21,200.550.344,2025-01-04 06:23:01.086338
VINHO DE MESA,VINHO DE MESA,2017-12-21,255.015.187,2025-01-04 06:23:04.397873
Tinto,VINHO DE MESA,2017-12-21,1.365.957,2025-01-04 06:23:04.427393
Branco,VINHO DE MESA,2017-12-21,217.527.985,2025-01-04 06:23:04.458603
Rosado,VINHO DE MESA,2017-12-21,36.121.245,2025-01-04 06:23:04.488637
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),2017-12-21,44.537.870,2025-01-04 06:23:04.526079
Tinto,VINHO FINO DE MESA (VINIFERA),2017-12-21,21.442.212,2025-01-04 06:23:04.559509
Branco,VINHO FINO DE MESA (VINIFERA),2017-12-21,21.928.400,2025-01-04 06:23:04.590260
Rosado,VINHO FINO DE MESA (VINIFERA),2017-12-21,1.167.258,2025-01-04 06:23:04.616680
SUCO,SUCO,2017-12-21,77.161.971,2025-01-04 06:23:04.647181
Suco de uva integral,SUCO,2017-12-21,46.865.626,2025-01-04 06:23:04.675429
Suco de uva concentrado,SUCO,2017-12-21,30.059.271,2025-01-04 06:23:04.700242
Suco de uva adoçado,SUCO,2017-12-21,177.774,2025-01-04 06:23:04.726379
Suco de uva orgânico,SUCO,2017-12-21,-,2025-01-04 06:23:04.751146
Suco de uva reconstituído,SUCO,2017-12-21,59.300,2025-01-04 06:23:04.777854
DERIVADOS,DERIVADOS,2017-12-21,109.116.761,2025-01-04 06:23:04.811724
Espumante,DERIVADOS,2017-12-21,11.280,2025-01-04 06:23:04.839560
Espumante moscatel,DERIVADOS,2017-12-21,152.375,2025-01-04 06:23:04.865247
Base espumante,DERIVADOS,2017-12-21,-,2025-01-04 06:23:04.890653
Base espumante moscatel,DERIVADOS,2017-12-21,1.965.629,2025-01-04 06:23:04.916324
Base Champenoise champanha,DERIVADOS,2017-12-21,1.552.403,2025-01-04 06:23:04.941730
Base Charmat champanha,DERIVADOS,2017-12-21,893.364,2025-01-04 06:23:04.968191
Bebida de uva,DERIVADOS,2017-12-21,-,2025-01-04 06:23:04.994156
Polpa de uva,DERIVADOS,2017-12-21,2.507.125,2025-01-04 06:23:05.036549
Mosto simples,DERIVADOS,2017-12-21,101.010.116,2025-01-04 06:23:05.072805
Mosto concentrado,DERIVADOS,2017-12-21,-,2025-01-04 06:23:05.105287
Mosto de uva com bagaço,DERIVADOS,2017-12-21,772.110,2025-01-04 06:23:05.141985
Mosto dessulfitado,DERIVADOS,2017-12-21,-,2025-01-04 06:23:05.174548
Mistelas,DERIVADOS,2017-12-21,1.500,2025-01-04 06:23:05.204755
Néctar de uva,DERIVADOS,2017-12-21,3.000,2025-01-04 06:23:05.243979
Licorosos,DERIVADOS,2017-12-21,110.820,2025-01-04 06:23:05.279244
Compostos,DERIVADOS,2017-12-21,-,2025-01-04 06:23:05.331163
