name,category,date,amount_liters,created_at
VINHO DE MESA,VINHO DE MESA,1984-12-21,177.680.331,2025-01-04 06:08:11.712246
Tinto,VINHO DE MESA,1984-12-21,119.615.028,2025-01-04 06:08:11.738430
Branco,VINHO DE MESA,1984-12-21,19.502.230,2025-01-04 06:08:11.764066
Rosado,VINHO DE MESA,1984-12-21,38.563.073,2025-01-04 06:08:11.789659
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1984-12-21,48.289.279,2025-01-04 06:08:11.820899
Tinto,VINHO FINO DE MESA (VINIFERA),1984-12-21,15.777.602,2025-01-04 06:08:11.847407
Branco,VINHO FINO DE MESA (VINIFERA),1984-12-21,30.395.959,2025-01-04 06:08:11.872077
Rosado,VINHO FINO DE MESA (VINIFERA),1984-12-21,2.115.718,2025-01-04 06:08:11.897250
SUCO,SUCO,1984-12-21,-,2025-01-04 06:08:11.929004
Suco de uva integral,SUCO,1984-12-21,-,2025-01-04 06:08:11.954489
Suco de uva concentrado,SUCO,1984-12-21,-,2025-01-04 06:08:11.979691
Suco de uva adoçado,SUCO,1984-12-21,-,2025-01-04 06:08:12.008491
Suco de uva orgânico,SUCO,1984-12-21,-,2025-01-04 06:08:12.041494
Suco de uva reconstituído,SUCO,1984-12-21,-,2025-01-04 06:08:12.074203
DERIVADOS,DERIVADOS,1984-12-21,17.331.744,2025-01-04 06:08:12.115801
Espumante,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.148112
Espumante moscatel,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.180482
Base espumante,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.214512
Base espumante moscatel,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.248481
Base Champenoise champanha,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.279876
Base Charmat champanha,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.310762
Bebida de uva,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.344660
Polpa de uva,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.376731
Mosto simples,DERIVADOS,1984-12-21,17.331.744,2025-01-04 06:08:12.407806
Mosto concentrado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.435810
Mosto de uva com bagaço,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.461534
Mosto dessulfitado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.487935
Mistelas,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.515806
Néctar de uva,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.544379
Licorosos,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.572314
Compostos,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.599559
Jeropiga,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.628462
Filtrado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.657059
Frisante,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.684993
Vinho leve,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.713271
Vinho licoroso,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.741876
Brandy,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.770501
Destilado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.802024
Bagaceira,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.827782
Licor de bagaceira,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.854308
Vinagre,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.880338
Borra líquida,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.906330
Borra seca,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.934770
Vinho Composto,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.959379
Pisco,DERIVADOS,1984-12-21,-,2025-01-04 06:08:12.984323
Vinho orgânico,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.035471
Espumante orgânico,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.067462
Destilado alcoólico simples de bagaceira,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.099706
Vinho acidificado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.133868
Mosto parcialmente fermentado,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.205801
Outros derivados,DERIVADOS,1984-12-21,-,2025-01-04 06:08:13.240086
Total,Total,1984-12-21,243.301.354,2025-01-04 06:08:13.279719
VINHO DE MESA,VINHO DE MESA,1985-12-21,275.338.955,2025-01-04 06:08:16.562476
Tinto,VINHO DE MESA,1985-12-21,216.732.390,2025-01-04 06:08:16.589773
Branco,VINHO DE MESA,1985-12-21,23.010.666,2025-01-04 06:08:16.616227
Rosado,VINHO DE MESA,1985-12-21,35.595.899,2025-01-04 06:08:16.643579
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1985-12-21,67.035.393,2025-01-04 06:08:16.673925
Tinto,VINHO FINO DE MESA (VINIFERA),1985-12-21,19.347.979,2025-01-04 06:08:16.700534
Branco,VINHO FINO DE MESA (VINIFERA),1985-12-21,44.679.484,2025-01-04 06:08:16.726260
Rosado,VINHO FINO DE MESA (VINIFERA),1985-12-21,3.007.930,2025-01-04 06:08:16.752133
SUCO,SUCO,1985-12-21,6.631.667,2025-01-04 06:08:16.786550
Suco de uva integral,SUCO,1985-12-21,3.544.706,2025-01-04 06:08:16.811171
Suco de uva concentrado,SUCO,1985-12-21,3.086.961,2025-01-04 06:08:16.835637
Suco de uva adoçado,SUCO,1985-12-21,-,2025-01-04 06:08:16.860495
Suco de uva orgânico,SUCO,1985-12-21,-,2025-01-04 06:08:16.888033
Suco de uva reconstituído,SUCO,1985-12-21,-,2025-01-04 06:08:16.913321
DERIVADOS,DERIVADOS,1985-12-21,17.336.419,2025-01-04 06:08:16.945487
Espumante,DERIVADOS,1985-12-21,-,2025-01-04 06:08:16.972816
Espumante moscatel,DERIVADOS,1985-12-21,-,2025-01-04 06:08:16.998220
Base espumante,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.034416
Base espumante moscatel,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.071649
Base Champenoise champanha,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.108720
Base Charmat champanha,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.138128
Bebida de uva,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.174363
Polpa de uva,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.207359
Mosto simples,DERIVADOS,1985-12-21,10.637.557,2025-01-04 06:08:17.237889
Mosto concentrado,DERIVADOS,1985-12-21,354.707,2025-01-04 06:08:17.269547
Mosto de uva com bagaço,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.302234
Mosto dessulfitado,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.333536
Mistelas,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.364637
Néctar de uva,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.395401
Licorosos,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.421194
Compostos,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.448914
Jeropiga,DERIVADOS,1985-12-21,234.500,2025-01-04 06:08:17.476255
Filtrado,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.504613
Frisante,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.536732
Vinho leve,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.571509
Vinho licoroso,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.604313
Brandy,DERIVADOS,1985-12-21,13.000,2025-01-04 06:08:17.635250
Destilado,DERIVADOS,1985-12-21,342.650,2025-01-04 06:08:17.663415
Bagaceira,DERIVADOS,1985-12-21,299.500,2025-01-04 06:08:17.693200
Licor de bagaceira,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.726113
Vinagre,DERIVADOS,1985-12-21,104.707,2025-01-04 06:08:17.753328
Borra líquida,DERIVADOS,1985-12-21,5.095.798,2025-01-04 06:08:17.782207
Borra seca,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.809893
Vinho Composto,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.837943
Pisco,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.864876
Vinho orgânico,DERIVADOS,1985-12-21,254.000,2025-01-04 06:08:17.892001
Espumante orgânico,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.917938
Destilado alcoólico simples de bagaceira,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.943200
Vinho acidificado,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.968439
Mosto parcialmente fermentado,DERIVADOS,1985-12-21,-,2025-01-04 06:08:17.996473
Outros derivados,DERIVADOS,1985-12-21,-,2025-01-04 06:08:18.032781
Total,Total,1985-12-21,366.342.434,2025-01-04 06:08:18.066673
VINHO DE MESA,VINHO DE MESA,1986-12-21,157.711.522,2025-01-04 06:08:21.389509
Tinto,VINHO DE MESA,1986-12-21,118.766.694,2025-01-04 06:08:21.418288
Branco,VINHO DE MESA,1986-12-21,16.872.183,2025-01-04 06:08:21.448694
Rosado,VINHO DE MESA,1986-12-21,22.072.645,2025-01-04 06:08:21.480009
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1986-12-21,48.559.180,2025-01-04 06:08:21.514973
Tinto,VINHO FINO DE MESA (VINIFERA),1986-12-21,12.282.967,2025-01-04 06:08:21.543030
Branco,VINHO FINO DE MESA (VINIFERA),1986-12-21,34.794.145,2025-01-04 06:08:21.569482
Rosado,VINHO FINO DE MESA (VINIFERA),1986-12-21,1.482.068,2025-01-04 06:08:21.597931
SUCO,SUCO,1986-12-21,4.313.768,2025-01-04 06:08:21.632121
Suco de uva integral,SUCO,1986-12-21,2.116.507,2025-01-04 06:08:21.660731
Suco de uva concentrado,SUCO,1986-12-21,2.197.261,2025-01-04 06:08:21.690296
Suco de uva adoçado,SUCO,1986-12-21,-,2025-01-04 06:08:21.717722
Suco de uva orgânico,SUCO,1986-12-21,-,2025-01-04 06:08:21.744769
Suco de uva reconstituído,SUCO,1986-12-21,-,2025-01-04 06:08:21.771557
DERIVADOS,DERIVADOS,1986-12-21,14.785.645,2025-01-04 06:08:21.803976
Espumante,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.834157
Espumante moscatel,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.863403
Base espumante,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.893119
Base espumante moscatel,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.924576
Base Champenoise champanha,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.953343
Base Charmat champanha,DERIVADOS,1986-12-21,-,2025-01-04 06:08:21.980935
Bebida de uva,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.010674
Polpa de uva,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.042782
Mosto simples,DERIVADOS,1986-12-21,7.031.320,2025-01-04 06:08:22.073453
Mosto concentrado,DERIVADOS,1986-12-21,295.800,2025-01-04 06:08:22.105224
Mosto de uva com bagaço,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.137303
Mosto dessulfitado,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.170301
Mistelas,DERIVADOS,1986-12-21,378.400,2025-01-04 06:08:22.204857
Néctar de uva,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.241439
Licorosos,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.296271
Compostos,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.326267
Jeropiga,DERIVADOS,1986-12-21,173.000,2025-01-04 06:08:22.357540
Filtrado,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.389367
Frisante,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.417560
Vinho leve,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.445866
Vinho licoroso,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.472149
Brandy,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.497483
Destilado,DERIVADOS,1986-12-21,222.230,2025-01-04 06:08:22.523538
Bagaceira,DERIVADOS,1986-12-21,156.100,2025-01-04 06:08:22.551362
Licor de bagaceira,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.619642
Vinagre,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.651421
Borra líquida,DERIVADOS,1986-12-21,6.357.648,2025-01-04 06:08:22.681683
Borra seca,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.708680
Vinho Composto,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.738668
Pisco,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.767369
Vinho orgânico,DERIVADOS,1986-12-21,171.147,2025-01-04 06:08:22.793678
Espumante orgânico,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.825073
Destilado alcoólico simples de bagaceira,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.856418
Vinho acidificado,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.886118
Mosto parcialmente fermentado,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.912574
Outros derivados,DERIVADOS,1986-12-21,-,2025-01-04 06:08:22.938260
Total,Total,1986-12-21,225.370.115,2025-01-04 06:08:22.967148
VINHO DE MESA,VINHO DE MESA,1987-12-21,150.467.184,2025-01-04 06:08:26.297269
Tinto,VINHO DE MESA,1987-12-21,97.841.160,2025-01-04 06:08:26.344571
Branco,VINHO DE MESA,1987-12-21,27.497.857,2025-01-04 06:08:26.371943
Rosado,VINHO DE MESA,1987-12-21,25.128.167,2025-01-04 06:08:26.398906
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1987-12-21,47.301.266,2025-01-04 06:08:26.431965
Tinto,VINHO FINO DE MESA (VINIFERA),1987-12-21,10.920.073,2025-01-04 06:08:26.460559
Branco,VINHO FINO DE MESA (VINIFERA),1987-12-21,35.432.544,2025-01-04 06:08:26.487151
Rosado,VINHO FINO DE MESA (VINIFERA),1987-12-21,948.649,2025-01-04 06:08:26.518014
SUCO,SUCO,1987-12-21,5.469.016,2025-01-04 06:08:26.556444
Suco de uva integral,SUCO,1987-12-21,2.262.240,2025-01-04 06:08:26.588062
Suco de uva concentrado,SUCO,1987-12-21,3.206.776,2025-01-04 06:08:26.622723
Suco de uva adoçado,SUCO,1987-12-21,-,2025-01-04 06:08:26.654000
Suco de uva orgânico,SUCO,1987-12-21,-,2025-01-04 06:08:26.685528
Suco de uva reconstituído,SUCO,1987-12-21,-,2025-01-04 06:08:26.716883
DERIVADOS,DERIVADOS,1987-12-21,14.905.862,2025-01-04 06:08:26.755841
Espumante,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.786755
Espumante moscatel,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.818769
Base espumante,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.847948
Base espumante moscatel,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.881824
Base Champenoise champanha,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.913821
Base Charmat champanha,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.945653
Bebida de uva,DERIVADOS,1987-12-21,-,2025-01-04 06:08:26.975048
Polpa de uva,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.004560
Mosto simples,DERIVADOS,1987-12-21,7.821.040,2025-01-04 06:08:27.051721
Mosto concentrado,DERIVADOS,1987-12-21,400.500,2025-01-04 06:08:27.085932
Mosto de uva com bagaço,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.116333
Mosto dessulfitado,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.145024
Mistelas,DERIVADOS,1987-12-21,402.600,2025-01-04 06:08:27.178425
Néctar de uva,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.235262
Licorosos,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.267230
Compostos,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.295644
Jeropiga,DERIVADOS,1987-12-21,122.000,2025-01-04 06:08:27.323428
Filtrado,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.352074
Frisante,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.380361
Vinho leve,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.407616
Vinho licoroso,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.434700
Brandy,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.460957
Destilado,DERIVADOS,1987-12-21,472.576,2025-01-04 06:08:27.486857
Bagaceira,DERIVADOS,1987-12-21,325.600,2025-01-04 06:08:27.513939
Licor de bagaceira,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.547872
Vinagre,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.576293
Borra líquida,DERIVADOS,1987-12-21,5.142.446,2025-01-04 06:08:27.605945
Borra seca,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.635265
Vinho Composto,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.663295
Pisco,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.689890
Vinho orgânico,DERIVADOS,1987-12-21,219.100,2025-01-04 06:08:27.719184
Espumante orgânico,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.748777
Destilado alcoólico simples de bagaceira,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.778757
Vinho acidificado,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.810423
Mosto parcialmente fermentado,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.837694
Outros derivados,DERIVADOS,1987-12-21,-,2025-01-04 06:08:27.865626
Total,Total,1987-12-21,218.143.328,2025-01-04 06:08:27.895785
VINHO DE MESA,VINHO DE MESA,1988-12-21,244.791.058,2025-01-04 06:08:31.246152
Tinto,VINHO DE MESA,1988-12-21,173.747.942,2025-01-04 06:08:31.279468
Branco,VINHO DE MESA,1988-12-21,32.660.045,2025-01-04 06:08:31.343117
Rosado,VINHO DE MESA,1988-12-21,38.383.071,2025-01-04 06:08:31.376074
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1988-12-21,76.560.765,2025-01-04 06:08:31.411951
Tinto,VINHO FINO DE MESA (VINIFERA),1988-12-21,18.690.518,2025-01-04 06:08:31.439817
Branco,VINHO FINO DE MESA (VINIFERA),1988-12-21,56.441.847,2025-01-04 06:08:31.466163
Rosado,VINHO FINO DE MESA (VINIFERA),1988-12-21,1.428.400,2025-01-04 06:08:31.495523
SUCO,SUCO,1988-12-21,7.586.870,2025-01-04 06:08:31.532282
Suco de uva integral,SUCO,1988-12-21,2.018.000,2025-01-04 06:08:31.558383
Suco de uva concentrado,SUCO,1988-12-21,5.568.870,2025-01-04 06:08:31.583766
Suco de uva adoçado,SUCO,1988-12-21,-,2025-01-04 06:08:31.608954
Suco de uva orgânico,SUCO,1988-12-21,-,2025-01-04 06:08:31.634877
Suco de uva reconstituído,SUCO,1988-12-21,-,2025-01-04 06:08:31.661100
DERIVADOS,DERIVADOS,1988-12-21,19.644.584,2025-01-04 06:08:31.693189
Espumante,DERIVADOS,1988-12-21,76.000,2025-01-04 06:08:31.721613
Espumante moscatel,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.807339
Base espumante,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.832243
Base espumante moscatel,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.858753
Base Champenoise champanha,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.885352
Base Charmat champanha,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.914141
Bebida de uva,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.939209
Polpa de uva,DERIVADOS,1988-12-21,-,2025-01-04 06:08:31.968988
Mosto simples,DERIVADOS,1988-12-21,16.544.460,2025-01-04 06:08:31.995166
Mosto concentrado,DERIVADOS,1988-12-21,384.200,2025-01-04 06:08:32.027179
Mosto de uva com bagaço,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.065346
Mosto dessulfitado,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.097867
Mistelas,DERIVADOS,1988-12-21,196.000,2025-01-04 06:08:32.130133
Néctar de uva,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.159571
Licorosos,DERIVADOS,1988-12-21,3.000,2025-01-04 06:08:32.191313
Compostos,DERIVADOS,1988-12-21,2.000,2025-01-04 06:08:32.222095
Jeropiga,DERIVADOS,1988-12-21,61.000,2025-01-04 06:08:32.255831
Filtrado,DERIVADOS,1988-12-21,88.000,2025-01-04 06:08:32.286705
Frisante,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.317810
Vinho leve,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.348706
Vinho licoroso,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.379660
Brandy,DERIVADOS,1988-12-21,5.216,2025-01-04 06:08:32.404939
Destilado,DERIVADOS,1988-12-21,287.220,2025-01-04 06:08:32.429884
Bagaceira,DERIVADOS,1988-12-21,29.000,2025-01-04 06:08:32.456613
Licor de bagaceira,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.491158
Vinagre,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.517126
Borra líquida,DERIVADOS,1988-12-21,1.953.488,2025-01-04 06:08:32.544787
Borra seca,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.569647
Vinho Composto,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.596322
Pisco,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.624317
Vinho orgânico,DERIVADOS,1988-12-21,15.000,2025-01-04 06:08:32.651169
Espumante orgânico,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.679841
Destilado alcoólico simples de bagaceira,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.723413
Vinho acidificado,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.750107
Mosto parcialmente fermentado,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.776400
Outros derivados,DERIVADOS,1988-12-21,-,2025-01-04 06:08:32.802983
Total,Total,1988-12-21,348.583.277,2025-01-04 06:08:32.830172
VINHO DE MESA,VINHO DE MESA,1989-12-21,181.801.961,2025-01-04 06:08:36.197879
Tinto,VINHO DE MESA,1989-12-21,136.931.173,2025-01-04 06:08:36.233572
Branco,VINHO DE MESA,1989-12-21,24.603.265,2025-01-04 06:08:36.270324
Rosado,VINHO DE MESA,1989-12-21,20.267.523,2025-01-04 06:08:36.314624
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1989-12-21,72.772.144,2025-01-04 06:08:36.351696
Tinto,VINHO FINO DE MESA (VINIFERA),1989-12-21,16.140.751,2025-01-04 06:08:36.382283
Branco,VINHO FINO DE MESA (VINIFERA),1989-12-21,54.983.093,2025-01-04 06:08:36.411565
Rosado,VINHO FINO DE MESA (VINIFERA),1989-12-21,1.648.300,2025-01-04 06:08:36.442532
SUCO,SUCO,1989-12-21,6.923.183,2025-01-04 06:08:36.481670
Suco de uva integral,SUCO,1989-12-21,2.824.600,2025-01-04 06:08:36.513152
Suco de uva concentrado,SUCO,1989-12-21,4.098.583,2025-01-04 06:08:36.542859
Suco de uva adoçado,SUCO,1989-12-21,-,2025-01-04 06:08:36.573875
Suco de uva orgânico,SUCO,1989-12-21,-,2025-01-04 06:08:36.604843
Suco de uva reconstituído,SUCO,1989-12-21,-,2025-01-04 06:08:36.635158
DERIVADOS,DERIVADOS,1989-12-21,12.004.574,2025-01-04 06:08:36.668602
Espumante,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.698451
Espumante moscatel,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.729816
Base espumante,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.762670
Base espumante moscatel,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.796223
Base Champenoise champanha,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.825527
Base Charmat champanha,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.857322
Bebida de uva,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.892445
Polpa de uva,DERIVADOS,1989-12-21,-,2025-01-04 06:08:36.924665
Mosto simples,DERIVADOS,1989-12-21,8.141.100,2025-01-04 06:08:36.956694
Mosto concentrado,DERIVADOS,1989-12-21,732.470,2025-01-04 06:08:36.985192
Mosto de uva com bagaço,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.025717
Mosto dessulfitado,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.062513
Mistelas,DERIVADOS,1989-12-21,32.000,2025-01-04 06:08:37.098071
Néctar de uva,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.132293
Licorosos,DERIVADOS,1989-12-21,20.000,2025-01-04 06:08:37.171060
Compostos,DERIVADOS,1989-12-21,1.900,2025-01-04 06:08:37.211007
Jeropiga,DERIVADOS,1989-12-21,42.000,2025-01-04 06:08:37.244200
Filtrado,DERIVADOS,1989-12-21,39.000,2025-01-04 06:08:37.277727
Frisante,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.314444
Vinho leve,DERIVADOS,1989-12-21,249.000,2025-01-04 06:08:37.365926
Vinho licoroso,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.396551
Brandy,DERIVADOS,1989-12-21,6.500,2025-01-04 06:08:37.424950
Destilado,DERIVADOS,1989-12-21,176.800,2025-01-04 06:08:37.453976
Bagaceira,DERIVADOS,1989-12-21,52.000,2025-01-04 06:08:37.483045
Licor de bagaceira,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.515856
Vinagre,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.549510
Borra líquida,DERIVADOS,1989-12-21,2.426.804,2025-01-04 06:08:37.581762
Borra seca,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.611119
Vinho Composto,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.639179
Pisco,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.669380
Vinho orgânico,DERIVADOS,1989-12-21,85.000,2025-01-04 06:08:37.700236
Espumante orgânico,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.730557
Destilado alcoólico simples de bagaceira,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.761680
Vinho acidificado,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.792767
Mosto parcialmente fermentado,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.821401
Outros derivados,DERIVADOS,1989-12-21,-,2025-01-04 06:08:37.849367
Total,Total,1989-12-21,273.501.862,2025-01-04 06:08:37.878627
VINHO DE MESA,VINHO DE MESA,1990-12-21,210.548.199,2025-01-04 06:08:41.439191
Tinto,VINHO DE MESA,1990-12-21,154.359.897,2025-01-04 06:08:41.472608
Branco,VINHO DE MESA,1990-12-21,33.512.030,2025-01-04 06:08:41.504376
Rosado,VINHO DE MESA,1990-12-21,22.676.272,2025-01-04 06:08:41.536551
VINHO FINO DE MESA (VINIFERA),VINHO FINO DE MESA (VINIFERA),1990-12-21,73.689.124,2025-01-04 06:08:41.575334
Tinto,VINHO FINO DE MESA (VINIFERA),1990-12-21,17.750.504,2025-01-04 06:08:41.608388
Branco,VINHO FINO DE MESA (VINIFERA),1990-12-21,52.080.420,2025-01-04 06:08:41.636502
Rosado,VINHO FINO DE MESA (VINIFERA),1990-12-21,3.858.200,2025-01-04 06:08:41.665451
SUCO,SUCO,1990-12-21,10.423.252,2025-01-04 06:08:41.702799
Suco de uva integral,SUCO,1990-12-21,2.848.560,2025-01-04 06:08:41.734301
Suco de uva concentrado,SUCO,1990-12-21,7.574.692,2025-01-04 06:08:41.763854
